Year,Reason,Health services,Sex,Income quintiles,unit,percent
2013,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),1.6
2013,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),0.5
2013,Too expensive,Doctor or medical specialist,Total,Total,Proportion of individuals (%),11.1
2013,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),17.6
2013,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),15.1
2013,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),11.1
2013,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),8.1
2013,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),4.7
2013,Too expensive,Doctor or medical specialist,Females,Total,Proportion of individuals (%),11.5
2013,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),16.6
2013,Too expensive,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),16.5
2013,Too expensive,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),12.3
2013,Too expensive,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),8.6
2013,Too expensive,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),3.3
2013,Too expensive,Doctor or medical specialist,Males,Total,Proportion of individuals (%),10.6
2013,Too expensive,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),19.0
2013,Too expensive,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),13.7
2013,Too expensive,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),9.8
2013,Too expensive,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),7.7
2013,Too expensive,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),5.8
2013,Other reasons,Dentist,Total,Total,Proportion of individuals (%),4.2
2013,Other reasons,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),5.8
2013,Other reasons,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),4.3
2013,Other reasons,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),3.5
2013,Other reasons,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),4.3
2013,Other reasons,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),3.4
2013,Other reasons,Dentist,Females,Total,Proportion of individuals (%),3.7
2013,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),5.2
2013,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),3.9
2013,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),3.0
2013,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),3.7
2013,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),2.5
2013,Other reasons,Dentist,Males,Total,Proportion of individuals (%),4.8
2013,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),6.6
2013,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),4.7
2013,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),4.0
2013,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),4.9
2013,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),4.0
2013,Other reasons,Doctor or medical specialist,Total,Total,Proportion of individuals (%),2.0
2013,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),1.5
2013,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),2.3
2013,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),2.1
2013,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),2.1
2013,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),2.0
2013,Other reasons,Doctor or medical specialist,Females,Total,Proportion of individuals (%),1.6
2013,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),0.7
2013,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),2.0
2013,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),1.7
2013,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),2.8
2013,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),1.0
2013,Other reasons,Doctor or medical specialist,Males,Total,Proportion of individuals (%),2.4
2013,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),2.5
2013,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),2.5
2013,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),2.6
2013,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),1.5
2013,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),2.7
2014,Total,Dentist,Total,Total,Proportion of individuals (%),8.6
2014,Total,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),15.7
2014,Total,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),9.6
2014,Total,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),6.4
2014,Total,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),7.5
2014,Total,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),4.7
2014,Total,Dentist,Females,Total,Proportion of individuals (%),9.8
2014,Total,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),18.4
2014,Total,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),10.6
2014,Total,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),7.1
2014,Total,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),7.9
2014,Total,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),4.9
2014,Total,Dentist,Males,Total,Proportion of individuals (%),7.4
2014,Total,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),12.5
2014,Total,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),8.5
2014,Total,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),5.6
2014,Total,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),7.1
2014,Total,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),4.5
2014,Total,Doctor or medical specialist,Total,Total,Proportion of individuals (%),13.1
2014,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),23.7
2014,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),15.5
2014,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),11.9
2014,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),8.4
2014,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),7.4
2014,Total,Doctor or medical specialist,Females,Total,Proportion of individuals (%),14.2
2014,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),22.9
2014,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),16.6
2014,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),12.5
2014,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),10.8
2014,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),7.4
2014,Total,Doctor or medical specialist,Males,Total,Proportion of individuals (%),12.1
2014,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),24.7
2014,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),14.3
2014,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),11.1
2014,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),6.4
2014,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),7.4
2014,Too expensive,Dentist,Total,Total,Proportion of individuals (%),3.4
2014,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),6.5
2014,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),4.0
2014,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),2.5
2014,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),2.8
2014,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),1.7
2014,Too expensive,Dentist,Females,Total,Proportion of individuals (%),4.5
2014,Too expensive,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),7.7
2014,Too expensive,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),4.4
2014,Too expensive,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),3.6
2014,Too expensive,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),4.5
2014,Too expensive,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),2.1
2014,Too expensive,Dentist,Males,Total,Proportion of individuals (%),2.3
2014,Too expensive,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),5.1
2014,Too expensive,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),3.7
2014,Too expensive,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),1.1
2014,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),1.3
2014,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),1.3
2014,Too expensive,Doctor or medical specialist,Total,Total,Proportion of individuals (%),10.4
2014,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),19.5
2014,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),13.6
2014,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),9.4
2014,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),6.2
2014,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),4.7
2014,Too expensive,Doctor or medical specialist,Females,Total,Proportion of individuals (%),11.9
2014,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),19.8
2014,Too expensive,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),14.9
2014,Too expensive,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),10.3
2014,Too expensive,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),8.9
2014,Too expensive,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),5.0
2014,Too expensive,Doctor or medical specialist,Males,Total,Proportion of individuals (%),8.9
2014,Too expensive,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),19.0
2014,Too expensive,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),12.1
2014,Too expensive,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),8.3
2014,Too expensive,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),4.0
2014,Too expensive,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),4.4
2014,Other reasons,Dentist,Total,Total,Proportion of individuals (%),5.1
2014,Other reasons,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),9.2
2014,Other reasons,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),5.5
2014,Other reasons,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),3.6
2014,Other reasons,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),4.7
2014,Other reasons,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),3.0
2014,Other reasons,Dentist,Females,Total,Proportion of individuals (%),5.4
2014,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),10.7
2014,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),6.2
2014,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),3.5
2014,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),3.4
2014,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),2.8
2014,Other reasons,Dentist,Males,Total,Proportion of individuals (%),4.9
2014,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),7.4
2014,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),4.8
2014,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),3.7
2014,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),5.8
2014,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),3.2
2014,Other reasons,Doctor or medical specialist,Total,Total,Proportion of individuals (%),2.7
2014,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),4.3
2014,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),1.9
2014,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),2.5
2014,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),2.2
2014,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),2.7
2014,Other reasons,Doctor or medical specialist,Females,Total,Proportion of individuals (%),2.3
2014,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),3.1
2014,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),1.7
2014,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),2.2
2014,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),2.0
2014,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),2.4
2014,Other reasons,Doctor or medical specialist,Males,Total,Proportion of individuals (%),3.2
2014,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),5.7
2014,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),2.2
2014,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),2.9
2014,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),2.4
2014,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),3.0
2015,Total,Dentist,Total,Total,Proportion of individuals (%),8.5
2015,Total,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),13.2
2015,Total,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),9.2
2015,Total,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),10.3
2015,Total,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),5.1
2015,Total,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),5.3
2015,Total,Dentist,Females,Total,Proportion of individuals (%),9.6
2015,Total,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),13.7
2015,Total,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),10.2
2015,Total,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),12.6
2015,Total,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),6.0
2015,Total,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),5.6
2015,Total,Dentist,Males,Total,Proportion of individuals (%),7.3
2015,Total,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),12.6
2015,Total,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),8.1
2015,Total,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),7.9
2015,Total,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),4.3
2015,Total,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),5.2
2015,Total,Doctor or medical specialist,Total,Total,Proportion of individuals (%),12.6
2015,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),22.6
2015,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),14.3
2015,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),13.0
2015,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),8.8
2015,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),5.9
2015,Total,Doctor or medical specialist,Females,Total,Proportion of individuals (%),13.4
2015,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),23.3
2015,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),16.6
2015,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),13.5
2015,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),9.5
2015,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),3.6
2015,Total,Doctor or medical specialist,Males,Total,Proportion of individuals (%),11.9
2015,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),21.7
2015,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),11.8
2015,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),12.4
2015,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),8.1
2015,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),7.8
2015,Too expensive,Dentist,Total,Total,Proportion of individuals (%),3.3
2015,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),7.0
2015,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),2.1
2015,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),5.6
2015,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),1.0
2015,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),1.1
2015,Too expensive,Dentist,Females,Total,Proportion of individuals (%),4.2
2015,Too expensive,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),8.0
2015,Too expensive,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),2.4
2015,Too expensive,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),8.5
2015,Too expensive,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),1.5
2015,Too expensive,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),0.6
2015,Too expensive,Dentist,Males,Total,Proportion of individuals (%),2.3
2015,Too expensive,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),5.7
2015,Too expensive,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),1.8
2015,Too expensive,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),2.5
2015,Too expensive,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),0.6
2015,Too expensive,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),1.5
2015,Too expensive,Doctor or medical specialist,Total,Total,Proportion of individuals (%),10.2
2015,Too expensive,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),19.1
2015,Too expensive,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),11.7
2015,Too expensive,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),11.7
2015,Too expensive,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),6.1
2015,Too expensive,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),3.7
2015,Too expensive,Doctor or medical specialist,Females,Total,Proportion of individuals (%),11.6
2015,Too expensive,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),20.7
2015,Too expensive,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),13.2
2015,Too expensive,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),13.0
2015,Too expensive,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),8.0
2015,Too expensive,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),2.8
2015,Too expensive,Doctor or medical specialist,Males,Total,Proportion of individuals (%),8.8
2015,Too expensive,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),17.2
2015,Too expensive,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),10.0
2015,Too expensive,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),10.5
2015,Too expensive,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),4.4
2015,Too expensive,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),4.3
2015,Other reasons,Dentist,Total,Total,Proportion of individuals (%),5.1
2015,Other reasons,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),6.2
2015,Other reasons,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),6.9
2015,Other reasons,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),4.8
2015,Other reasons,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),4.0
2015,Other reasons,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),3.9
2015,Other reasons,Dentist,Females,Total,Proportion of individuals (%),5.3
2015,Other reasons,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),5.7
2015,Other reasons,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),7.4
2015,Other reasons,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),4.1
2015,Other reasons,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),4.4
2015,Other reasons,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),4.6
2015,Other reasons,Dentist,Males,Total,Proportion of individuals (%),5.0
2015,Other reasons,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),6.9
2015,Other reasons,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),6.3
2015,Other reasons,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),5.5
2015,Other reasons,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),3.7
2015,Other reasons,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),3.3
2015,Other reasons,Doctor or medical specialist,Total,Total,Proportion of individuals (%),2.4
2015,Other reasons,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),3.5
2015,Other reasons,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),2.6
2015,Other reasons,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),1.2
2015,Other reasons,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),2.6
2015,Other reasons,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),2.0
2015,Other reasons,Doctor or medical specialist,Females,Total,Proportion of individuals (%),1.7
2015,Other reasons,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),2.6
2015,Other reasons,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),3.4
2015,Other reasons,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),0.5
2015,Other reasons,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),1.5
2015,Other reasons,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),0.3
2015,Other reasons,Doctor or medical specialist,Males,Total,Proportion of individuals (%),3.1
2015,Other reasons,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),4.5
2015,Other reasons,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),1.8
2015,Other reasons,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),1.9
2015,Other reasons,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),3.7
2015,Other reasons,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),3.4
2016,Total,Dentist,Total,Total,Proportion of individuals (%),7.6
2016,Total,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),11.2
2016,Total,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),9.9
2016,Total,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),7.0
2016,Total,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),4.2
2016,Total,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),6.3
2016,Total,Dentist,Females,Total,Proportion of individuals (%),8.6
2016,Total,Dentist,Females,Bottom quintile 1-20%,Proportion of individuals (%),12.9
2016,Total,Dentist,Females,Second quintile 21-40%,Proportion of individuals (%),12.3
2016,Total,Dentist,Females,Third quintile 41-60%,Proportion of individuals (%),7.3
2016,Total,Dentist,Females,Fourth quintile 61-80%,Proportion of individuals (%),3.8
2016,Total,Dentist,Females,Top quintile 81-100%,Proportion of individuals (%),6.2
2016,Total,Dentist,Males,Total,Proportion of individuals (%),6.7
2016,Total,Dentist,Males,Bottom quintile 1-20%,Proportion of individuals (%),9.2
2016,Total,Dentist,Males,Second quintile 21-40%,Proportion of individuals (%),7.5
2016,Total,Dentist,Males,Third quintile 41-60%,Proportion of individuals (%),6.7
2016,Total,Dentist,Males,Fourth quintile 61-80%,Proportion of individuals (%),4.6
2016,Total,Dentist,Males,Top quintile 81-100%,Proportion of individuals (%),6.5
2016,Total,Doctor or medical specialist,Total,Total,Proportion of individuals (%),11.5
2016,Total,Doctor or medical specialist,Total,Bottom quintile 1-20%,Proportion of individuals (%),18.3
2016,Total,Doctor or medical specialist,Total,Second quintile 21-40%,Proportion of individuals (%),13.8
2016,Total,Doctor or medical specialist,Total,Third quintile 41-60%,Proportion of individuals (%),10.7
2016,Total,Doctor or medical specialist,Total,Fourth quintile 61-80%,Proportion of individuals (%),9.6
2016,Total,Doctor or medical specialist,Total,Top quintile 81-100%,Proportion of individuals (%),5.6
2016,Total,Doctor or medical specialist,Females,Total,Proportion of individuals (%),11.9
2016,Total,Doctor or medical specialist,Females,Bottom quintile 1-20%,Proportion of individuals (%),19.1
2016,Total,Doctor or medical specialist,Females,Second quintile 21-40%,Proportion of individuals (%),14.6
2016,Total,Doctor or medical specialist,Females,Third quintile 41-60%,Proportion of individuals (%),12.5
2016,Total,Doctor or medical specialist,Females,Fourth quintile 61-80%,Proportion of individuals (%),6.9
2016,Total,Doctor or medical specialist,Females,Top quintile 81-100%,Proportion of individuals (%),6.0
2016,Total,Doctor or medical specialist,Males,Total,Proportion of individuals (%),11.0
2016,Total,Doctor or medical specialist,Males,Bottom quintile 1-20%,Proportion of individuals (%),17.3
2016,Total,Doctor or medical specialist,Males,Second quintile 21-40%,Proportion of individuals (%),12.9
2016,Total,Doctor or medical specialist,Males,Third quintile 41-60%,Proportion of individuals (%),9.0
2016,Total,Doctor or medical specialist,Males,Fourth quintile 61-80%,Proportion of individuals (%),11.9
2016,Total,Doctor or medical specialist,Males,Top quintile 81-100%,Proportion of individuals (%),5.3
2016,Too expensive,Dentist,Total,Total,Proportion of individuals (%),2.1
2016,Too expensive,Dentist,Total,Bottom quintile 1-20%,Proportion of individuals (%),3.6
2016,Too expensive,Dentist,Total,Second quintile 21-40%,Proportion of individuals (%),4.6
2016,Too expensive,Dentist,Total,Third quintile 41-60%,Proportion of individuals (%),1.1
2016,Too expensive,Dentist,Total,Fourth quintile 61-80%,Proportion of individuals (%),0.9
2016,Too expensive,Dentist,Total,Top quintile 81-100%,Proportion of individuals (%),0.8
