Year,Quarter,Sector,Employment,Value unit,value
2010,Q2,Information and communication,Self employed,Persons,400
2010,Q2,Financial and insurance activities,Self employed,Persons,100
2010,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1100
2010,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1500
2010,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1400
2010,Q2,Total - All activities,Self employed,Persons,9700
2010,Q2,"Agriculture, forestry and fishing",Total employment,Jobs,9200
2010,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,23700
2010,Q2,Manufacturing,Total employment,Jobs,21000
2010,Q2,Construction,Total employment,Jobs,9800
2010,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,42500
2010,Q2,Information and communication,Total employment,Jobs,8100
2010,Q2,Financial and insurance activities,Total employment,Jobs,7900
2010,Q2,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,14300
2010,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,61500
2010,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11400
2010,Q2,Total - All activities,Total employment,Jobs,189600
2010,Q2,"Agriculture, forestry and fishing",Employees,Jobs,6400
2010,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,23200
2010,Q2,Manufacturing,Employees,Jobs,20500
2010,Q2,Construction,Employees,Jobs,8000
2010,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,40600
2010,Q2,Information and communication,Employees,Jobs,7400
2010,Q2,Financial and insurance activities,Employees,Jobs,7700
2010,Q2,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,12000
2010,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,58200
2010,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8700
2010,Q2,Total - All activities,Employees,Jobs,173500
2010,Q2,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2010,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2010,Q2,Manufacturing,Self employed,Jobs,500
2010,Q2,Construction,Self employed,Jobs,1800
2010,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,1800
2010,Q2,Information and communication,Self employed,Jobs,700
2010,Q2,Financial and insurance activities,Self employed,Jobs,100
2010,Q2,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2300
2010,Q2,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3200
2010,Q2,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2700
2010,Q2,Total - All activities,Self employed,Jobs,16100
2010,Q3,"Agriculture, forestry and fishing",Total employment,Hours worked,3412500
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8387500
2010,Q3,Manufacturing,Total employment,Hours worked,7269100
2010,Q3,Construction,Total employment,Hours worked,3224700
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,13378400
2010,Q3,Information and communication,Total employment,Hours worked,2645300
2010,Q3,Financial and insurance activities,Total employment,Hours worked,2787000
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4487900
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,18673900
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2680900
2010,Q3,Total - All activities,Total employment,Hours worked,60039100
2010,Q3,"Agriculture, forestry and fishing",Employees,Hours worked,2931200
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8309100
2010,Q3,Manufacturing,Employees,Hours worked,7192000
2010,Q3,Construction,Employees,Hours worked,2891800
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,13056400
2010,Q3,Information and communication,Employees,Hours worked,2546400
2010,Q3,Financial and insurance activities,Employees,Hours worked,2766600
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,4193700
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,18250900
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2360300
2010,Q3,Total - All activities,Employees,Hours worked,57647500
2010,Q3,"Agriculture, forestry and fishing",Self employed,Hours worked,481300
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,78500
2010,Q3,Manufacturing,Self employed,Hours worked,77100
2010,Q3,Construction,Self employed,Hours worked,332800
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,322000
2010,Q3,Information and communication,Self employed,Hours worked,98900
2010,Q3,Financial and insurance activities,Self employed,Hours worked,20400
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,294200
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,422900
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,320600
2010,Q3,Total - All activities,Self employed,Hours worked,2391600
2010,Q3,"Agriculture, forestry and fishing",Total employment,Persons,8300
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,22800
2010,Q3,Manufacturing,Total employment,Persons,20100
2010,Q3,Construction,Total employment,Persons,9300
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,39300
2010,Q3,Information and communication,Total employment,Persons,7100
2010,Q3,Financial and insurance activities,Total employment,Persons,6900
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,12400
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,54700
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8600
2010,Q3,Total - All activities,Total employment,Persons,170400
2010,Q3,"Agriculture, forestry and fishing",Employees,Persons,6100
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,22500
2010,Q3,Manufacturing,Employees,Persons,19800
2010,Q3,Construction,Employees,Persons,7900
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,38000
2010,Q3,Information and communication,Employees,Persons,6800
2010,Q3,Financial and insurance activities,Employees,Persons,6900
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,11200
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,53200
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,7100
2010,Q3,Total - All activities,Employees,Persons,160700
2010,Q3,"Agriculture, forestry and fishing",Self employed,Persons,2200
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2010,Q3,Manufacturing,Self employed,Persons,300
2010,Q3,Construction,Self employed,Persons,1300
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2010,Q3,Information and communication,Self employed,Persons,400
2010,Q3,Financial and insurance activities,Self employed,Persons,100
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1100
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1500
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2010,Q3,Total - All activities,Self employed,Persons,9700
2010,Q3,"Agriculture, forestry and fishing",Total employment,Jobs,9400
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,24200
2010,Q3,Manufacturing,Total employment,Jobs,21300
2010,Q3,Construction,Total employment,Jobs,10000
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,44100
2010,Q3,Information and communication,Total employment,Jobs,8200
2010,Q3,Financial and insurance activities,Total employment,Jobs,7900
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,14900
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,62900
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11400
2010,Q3,Total - All activities,Total employment,Jobs,194100
2010,Q3,"Agriculture, forestry and fishing",Employees,Jobs,6500
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,23700
2010,Q3,Manufacturing,Employees,Jobs,20800
2010,Q3,Construction,Employees,Jobs,8300
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,42200
2010,Q3,Information and communication,Employees,Jobs,7400
2010,Q3,Financial and insurance activities,Employees,Jobs,7700
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,12600
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,59700
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8600
2010,Q3,Total - All activities,Employees,Jobs,178000
2010,Q3,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2010,Q3,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2010,Q3,Manufacturing,Self employed,Jobs,500
2010,Q3,Construction,Self employed,Jobs,1700
2010,Q3,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,1800
2010,Q3,Information and communication,Self employed,Jobs,700
2010,Q3,Financial and insurance activities,Self employed,Jobs,100
2010,Q3,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2200
2010,Q3,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3100
2010,Q3,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2700
2010,Q3,Total - All activities,Self employed,Jobs,16000
2010,Q4,"Agriculture, forestry and fishing",Total employment,Hours worked,3590900
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,9414600
2010,Q4,Manufacturing,Total employment,Hours worked,8319800
2010,Q4,Construction,Total employment,Hours worked,3395900
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,13563200
2010,Q4,Information and communication,Total employment,Hours worked,2984100
2010,Q4,Financial and insurance activities,Total employment,Hours worked,2989600
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4716900
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,20097500
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2796900
2010,Q4,Total - All activities,Total employment,Hours worked,63946900
2010,Q4,"Agriculture, forestry and fishing",Employees,Hours worked,3083400
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,9329300
2010,Q4,Manufacturing,Employees,Hours worked,8235900
2010,Q4,Construction,Employees,Hours worked,3011400
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,13178900
2010,Q4,Information and communication,Employees,Hours worked,2881100
2010,Q4,Financial and insurance activities,Employees,Hours worked,2968100
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,4392000
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,19615700
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2433100
2010,Q4,Total - All activities,Employees,Hours worked,61267400
2010,Q4,"Agriculture, forestry and fishing",Self employed,Hours worked,507500
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,85400
2010,Q4,Manufacturing,Self employed,Hours worked,83800
2010,Q4,Construction,Self employed,Hours worked,384600
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,384200
2010,Q4,Information and communication,Self employed,Hours worked,102900
2010,Q4,Financial and insurance activities,Self employed,Hours worked,21500
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,324900
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,481800
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,363800
2010,Q4,Total - All activities,Self employed,Hours worked,2679500
2010,Q4,"Agriculture, forestry and fishing",Total employment,Persons,8000
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,22100
2010,Q4,Manufacturing,Total employment,Persons,19800
2010,Q4,Construction,Total employment,Persons,8700
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,38100
2010,Q4,Information and communication,Total employment,Persons,7300
2010,Q4,Financial and insurance activities,Total employment,Persons,6600
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,11900
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,49000
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8400
2010,Q4,Total - All activities,Total employment,Persons,161100
2010,Q4,"Agriculture, forestry and fishing",Employees,Persons,5900
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,21800
2010,Q4,Manufacturing,Employees,Persons,19500
2010,Q4,Construction,Employees,Persons,7400
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,36700
2010,Q4,Information and communication,Employees,Persons,7000
2010,Q4,Financial and insurance activities,Employees,Persons,6600
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,10800
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,47600
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,6800
2010,Q4,Total - All activities,Employees,Persons,151400
2010,Q4,"Agriculture, forestry and fishing",Self employed,Persons,2100
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2010,Q4,Manufacturing,Self employed,Persons,300
2010,Q4,Construction,Self employed,Persons,1300
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1300
2010,Q4,Information and communication,Self employed,Persons,400
2010,Q4,Financial and insurance activities,Self employed,Persons,100
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1100
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1500
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1500
2010,Q4,Total - All activities,Self employed,Persons,9700
2010,Q4,"Agriculture, forestry and fishing",Total employment,Jobs,9000
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,23300
2010,Q4,Manufacturing,Total employment,Jobs,20800
2010,Q4,Construction,Total employment,Jobs,9400
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,42000
2010,Q4,Information and communication,Total employment,Jobs,8200
2010,Q4,Financial and insurance activities,Total employment,Jobs,7600
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,14200
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,58100
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,11500
2010,Q4,Total - All activities,Total employment,Jobs,184700
2010,Q4,"Agriculture, forestry and fishing",Employees,Jobs,6300
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,22800
2010,Q4,Manufacturing,Employees,Jobs,20400
2010,Q4,Construction,Employees,Jobs,7700
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,40100
2010,Q4,Information and communication,Employees,Jobs,7500
2010,Q4,Financial and insurance activities,Employees,Jobs,7500
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,12000
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,55000
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8700
2010,Q4,Total - All activities,Employees,Jobs,168800
2010,Q4,"Agriculture, forestry and fishing",Self employed,Jobs,2700
2010,Q4,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2010,Q4,Manufacturing,Self employed,Jobs,500
2010,Q4,Construction,Self employed,Jobs,1700
2010,Q4,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,1900
2010,Q4,Information and communication,Self employed,Jobs,700
2010,Q4,Financial and insurance activities,Self employed,Jobs,100
2010,Q4,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2200
2010,Q4,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3100
2010,Q4,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2800
2010,Q4,Total - All activities,Self employed,Jobs,15900
2011,Q1,"Agriculture, forestry and fishing",Total employment,Hours worked,3434600
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8986600
2011,Q1,Manufacturing,Total employment,Hours worked,7891800
2011,Q1,Construction,Total employment,Hours worked,3051600
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,12723600
2011,Q1,Information and communication,Total employment,Hours worked,3058900
2011,Q1,Financial and insurance activities,Total employment,Hours worked,2926300
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Hours worked,4790300
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Hours worked,19840300
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Hours worked,2735000
2011,Q1,Total - All activities,Total employment,Hours worked,61920200
2011,Q1,"Agriculture, forestry and fishing",Employees,Hours worked,2889200
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Hours worked,8898100
2011,Q1,Manufacturing,Employees,Hours worked,7804300
2011,Q1,Construction,Employees,Hours worked,2699900
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Hours worked,12339000
2011,Q1,Information and communication,Employees,Hours worked,2929400
2011,Q1,Financial and insurance activities,Employees,Hours worked,2900700
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Hours worked,4419200
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Hours worked,19356100
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Hours worked,2353100
2011,Q1,Total - All activities,Employees,Hours worked,59134200
2011,Q1,"Agriculture, forestry and fishing",Self employed,Hours worked,545300
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Hours worked,88500
2011,Q1,Manufacturing,Self employed,Hours worked,87400
2011,Q1,Construction,Self employed,Hours worked,351700
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Hours worked,384700
2011,Q1,Information and communication,Self employed,Hours worked,129600
2011,Q1,Financial and insurance activities,Self employed,Hours worked,25600
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Hours worked,371100
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Hours worked,484100
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Hours worked,381900
2011,Q1,Total - All activities,Self employed,Hours worked,2786000
2011,Q1,"Agriculture, forestry and fishing",Total employment,Persons,7600
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Persons,21400
2011,Q1,Manufacturing,Total employment,Persons,19200
2011,Q1,Construction,Total employment,Persons,7900
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Persons,36600
2011,Q1,Information and communication,Total employment,Persons,7400
2011,Q1,Financial and insurance activities,Total employment,Persons,6500
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Persons,11700
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Persons,48300
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Persons,8200
2011,Q1,Total - All activities,Total employment,Persons,156600
2011,Q1,"Agriculture, forestry and fishing",Employees,Persons,5500
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Persons,21100
2011,Q1,Manufacturing,Employees,Persons,18900
2011,Q1,Construction,Employees,Persons,6500
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Persons,35300
2011,Q1,Information and communication,Employees,Persons,7000
2011,Q1,Financial and insurance activities,Employees,Persons,6500
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Persons,10500
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Persons,46800
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Persons,6600
2011,Q1,Total - All activities,Employees,Persons,146600
2011,Q1,"Agriculture, forestry and fishing",Self employed,Persons,2100
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Persons,300
2011,Q1,Manufacturing,Self employed,Persons,300
2011,Q1,Construction,Self employed,Persons,1400
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Persons,1400
2011,Q1,Information and communication,Self employed,Persons,400
2011,Q1,Financial and insurance activities,Self employed,Persons,100
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Persons,1200
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Persons,1500
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Persons,1600
2011,Q1,Total - All activities,Self employed,Persons,10000
2011,Q1,"Agriculture, forestry and fishing",Total employment,Jobs,8500
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Jobs,22400
2011,Q1,Manufacturing,Total employment,Jobs,20000
2011,Q1,Construction,Total employment,Jobs,8500
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Jobs,40000
2011,Q1,Information and communication,Total employment,Jobs,8300
2011,Q1,Financial and insurance activities,Total employment,Jobs,7100
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Total employment,Jobs,13900
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Total employment,Jobs,55700
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Total employment,Jobs,10900
2011,Q1,Total - All activities,Total employment,Jobs,176400
2011,Q1,"Agriculture, forestry and fishing",Employees,Jobs,5700
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Employees,Jobs,21900
2011,Q1,Manufacturing,Employees,Jobs,19500
2011,Q1,Construction,Employees,Jobs,6700
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Employees,Jobs,38100
2011,Q1,Information and communication,Employees,Jobs,7500
2011,Q1,Financial and insurance activities,Employees,Jobs,7000
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Employees,Jobs,11600
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Employees,Jobs,52500
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Employees,Jobs,8100
2011,Q1,Total - All activities,Employees,Jobs,160200
2011,Q1,"Agriculture, forestry and fishing",Self employed,Jobs,2800
2011,Q1,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Self employed,Jobs,500
2011,Q1,Manufacturing,Self employed,Jobs,500
2011,Q1,Construction,Self employed,Jobs,1700
2011,Q1,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Self employed,Jobs,1900
2011,Q1,Information and communication,Self employed,Jobs,700
2011,Q1,Financial and insurance activities,Self employed,Jobs,100
2011,Q1,"Professional, scientific and technical activities; administrative and support service activities",Self employed,Jobs,2300
2011,Q1,Public administration and defence; compulsory social security; education; human health and social work activities,Self employed,Jobs,3200
2011,Q1,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Self employed,Jobs,2800
2011,Q1,Total - All activities,Self employed,Jobs,16200
2011,Q2,"Agriculture, forestry and fishing",Total employment,Hours worked,3560100
2011,Q2,"Mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",Total employment,Hours worked,8686000
2011,Q2,Manufacturing,Total employment,Hours worked,7675500
2011,Q2,Construction,Total employment,Hours worked,3043500
2011,Q2,Wholesale and retail trade; repair of motor vehicles and motorcycles; transportation and storage; accommodation and food service activities,Total employment,Hours worked,13931100
2011,Q2,Information and communication,Total employment,Hours worked,2690500
